Customer_ID,Age,Employment_Type,Income,Loan_Amount,Loan_Term_Months,Interest_Rate,Credit_Score,Default_Status
2335,51,Salaried,133117,242380,48,15.880439144818457,801,0
2336,50,Salaried,48672,163855,60,16.082747054030715,419,0
2337,34,Salaried,147419,238355,13,15.19672675966095,358,1
2338,42,Unemployed,188552,109776,36,12.337106452274787,392,0
2339,66,Self Employed,156985,212337,14,15.618608104620122,506,1
2340,58,Unemployed,61795,122285,53,19.162841507572374,654,1
2341,22,Unemployed,31558,309061,49,17.359347657810474,710,0
2342,65,Self Employed,172588,410500,49,16.37566437719389,826,0
2343,21,Salaried,127068,32469,57,14.18102303144782,373,1
2344,25,Salaried,47099,493311,20,17.41083168369085,713,1
2345,40,Unemployed,158089,305699,46,17.873478253524063,632,1
2346,43,Unemployed,158866,296808,15,18.95371340020897,313,0
2347,49,Unemployed,32936,43951,59,12.45910995473114,629,1
2348,22,Salaried,179792,418727,13,16.24081988529571,397,1
2349,35,Salaried,171296,308554,18,14.200759539624599,601,1
2350,27,Self Employed,38519,224723,51,10.159489828245489,527,0
2351,22,Salaried,68476,98073,42,15.547639707977899,844,0
2352,66,Salaried,160119,276432,30,17.89253443912089,474,0
2353,43,Unemployed,175504,393220,60,11.157442663237273,368,0
2354,43,Self Employed,174364,277019,49,12.822222338022847,416,1
2355,46,Unemployed,44368,432286,41,17.2962858506935,747,0
2356,67,Self Employed,179083,114911,57,12.039207576776164,637,0
2357,56,Self Employed,104664,315852,38,16.483630361123133,345,0
2358,38,Unemployed,84431,140506,37,18.530866555579177,402,0
2359,44,Self Employed,148106,205469,14,15.20795510426545,830,0
2360,38,Salaried,70436,411914,13,15.866163351354329,688,0
2361,44,Self Employed,193850,202931,21,18.035890335706206,696,1
2362,49,Self Employed,127078,472234,45,13.208985467366507,736,0
2363,35,Salaried,40194,308870,48,13.01405432567052,542,1
2364,47,Self Employed,51562,282781,59,12.572136748869582,618,0
2365,69,Self Employed,79389,253715,58,12.878978330766781,445,1
2366,38,Salaried,72144,71277,49,18.34032850676232,321,1
2367,65,Self Employed,21320,105207,59,14.791441374893843,530,1
2368,29,Self Employed,105775,291112,12,13.352133096225321,820,1
2369,63,Self Employed,59577,317818,15,10.404976402239068,713,1
2370,37,Unemployed,24842,470024,32,15.451936454865407,437,0
2371,55,Salaried,40982,247821,32,19.77742417289203,396,1
2372,46,Unemployed,119361,363586,29,13.150667504331963,350,1
2373,27,Self Employed,150152,490731,25,16.317752798375462,364,0
2374,33,Self Employed,169698,254169,29,10.475039414529743,584,1
2375,46,Salaried,110535,498006,25,19.355292465707667,355,0
2376,46,Unemployed,26192,105382,49,11.36562700683423,382,0
2377,28,Salaried,30303,225678,31,19.991270654028426,818,1
2378,46,Self Employed,151283,75505,54,15.32610949136415,777,1
2379,44,Unemployed,116556,34209,55,16.403063543876094,473,0
2380,63,Salaried,53804,102243,25,11.45101469595409,460,0
2381,66,Unemployed,61600,322587,13,12.178210071510248,576,0
2382,46,Unemployed,101815,227585,53,12.000347034322843,330,0
2383,39,Unemployed,134093,470140,45,15.38703003896467,613,1
2384,41,Unemployed,192095,74251,25,16.500432083358962,347,1
2385,24,Self Employed,28930,244033,44,11.429160592324326,493,0
2386,29,Salaried,191439,287449,55,19.273529552817216,459,1
2387,65,Self Employed,108484,199064,34,19.042286655660572,647,1
2388,36,Self Employed,160408,352951,47,19.149651954473164,818,0
2389,25,Self Employed,141922,223318,34,10.837164178865752,706,1
2390,59,Salaried,113623,215134,21,19.477390695227818,352,1
2391,22,Salaried,100150,139571,51,10.082317417447168,799,0
2392,31,Unemployed,180982,356010,33,11.385526652953054,623,0
2393,57,Self Employed,134962,415717,33,11.242999022278205,578,0
2394,45,Salaried,61047,64432,48,17.763493159615052,685,0
2395,62,Self Employed,58985,424458,16,14.11397958628581,410,0
2396,42,Salaried,103685,398908,45,16.685170971973474,821,0
2397,40,Self Employed,180876,43012,28,10.047640686592246,693,0
2398,34,Salaried,136221,455778,51,17.293335413334052,832,1
2399,39,Unemployed,147404,343652,36,16.040765055456802,538,1
2400,37,Unemployed,132883,115447,27,13.538205987942272,435,0
2401,36,Unemployed,154620,96465,54,13.56038486639505,478,0
2402,41,Self Employed,185600,346505,24,11.465204610983013,609,1
2403,32,Unemployed,106155,149914,57,12.258868589186793,493,1
2404,54,Self Employed,105122,326990,28,18.09477369501399,487,1
2405,57,Self Employed,60063,292673,58,13.505075207397843,312,0
2406,28,Salaried,133562,26925,54,19.07829653790451,441,0
2407,55,Unemployed,156019,28332,18,16.846428619242907,447,1
2408,22,Salaried,72266,245293,29,12.950492032892555,716,1
2409,64,Unemployed,61235,84587,28,10.107023338261188,484,0
2410,33,Self Employed,24430,198694,43,16.3266774382517,494,0
2411,38,Unemployed,116821,423556,16,18.423955651773177,450,0
2412,64,Unemployed,96568,143761,15,18.72988121301327,326,0
2413,46,Self Employed,195311,311073,24,17.521437531514593,362,1
2414,63,Self Employed,176129,320383,22,17.66471370600491,387,1
2415,43,Unemployed,38967,207674,43,13.481333513423465,826,0
2416,36,Self Employed,131745,447021,50,17.14537480596654,678,1
2417,59,Unemployed,30066,236879,52,14.845499624649953,667,0
2418,26,Salaried,60477,479489,45,17.233550705577855,669,1
2419,66,Salaried,143552,19137,40,16.723779279248824,459,0
2420,63,Unemployed,158655,248469,43,17.490385016365828,716,1
2421,64,Unemployed,147785,174887,40,12.448913183607631,470,1
2422,29,Self Employed,37860,277253,53,17.096951634912926,343,0
2423,30,Salaried,32323,266880,36,17.95798900482251,664,0
2424,59,Unemployed,54355,468081,49,15.93952884716572,491,1
2425,39,Unemployed,120611,431014,19,15.650117704641493,508,1
2426,67,Salaried,84531,343423,15,18.232891723587812,767,1
2427,42,Self Employed,181569,335781,15,13.662755685056887,842,0
2428,48,Salaried,132793,11494,29,13.214523008213824,458,0
2429,32,Salaried,38258,465933,37,11.700447305690622,359,1
2430,32,Salaried,89661,215653,27,16.396042384790963,736,1
2431,40,Self Employed,129643,40159,29,16.744232526875507,575,1
2432,30,Unemployed,48710,237639,30,12.038983887979995,404,1
2433,52,Unemployed,118168,212986,31,17.84056382557064,467,1
2434,51,Self Employed,23365,384142,17,14.69217085932663,744,1
2435,24,Salaried,65215,246350,35,16.269598342725207,449,1
2436,61,Salaried,142997,90256,41,12.388240905271438,564,1
2437,37,Salaried,42229,135436,51,13.27538260719426,582,0
2438,22,Self Employed,197473,103262,27,14.508419093884854,347,1
2439,38,Salaried,150592,81524,20,15.450681106816504,350,0
2440,27,Salaried,118439,43685,45,12.001999316473883,412,1
2441,32,Self Employed,163171,361530,36,13.76484530543297,495,1
2442,33,Unemployed,81943,274492,39,13.646467807773869,664,0
2443,60,Unemployed,139194,219872,13,16.8328043002016,737,1
2444,68,Salaried,83527,252512,31,15.69367906603601,430,1
2445,26,Unemployed,86923,91397,16,11.897492983348835,703,1
2446,53,Salaried,125858,21508,27,15.079171713725298,466,0
2447,40,Unemployed,61340,331494,28,16.949209035656324,760,1
2448,37,Unemployed,79204,92244,14,15.87887748185079,621,0
2449,32,Self Employed,174747,130721,39,19.131007685246217,709,0
2450,50,Unemployed,149765,149958,41,17.094025309832688,846,1
2451,50,Self Employed,28373,301195,37,16.24335689396507,583,1
2452,66,Self Employed,162895,257136,43,14.94070065275921,311,1
2453,52,Salaried,153357,34028,49,18.9623264196989,578,0
2454,54,Salaried,146240,439971,46,12.566846440791952,710,1
2455,24,Self Employed,127035,310752,59,16.065279919837547,576,0
2456,46,Salaried,67168,362079,43,10.684498156366871,651,1
2457,27,Self Employed,100586,26915,36,19.00031525147601,574,0
2458,69,Self Employed,29625,184677,50,17.552489123368588,362,1
2459,22,Salaried,101279,208321,51,10.15399885293,619,1
2460,66,Unemployed,97109,299563,60,15.832253015336658,540,1
2461,26,Self Employed,75791,461227,34,14.020365340663243,463,1
2462,42,Self Employed,145095,30474,33,13.55130633115231,395,1
2463,42,Self Employed,142620,446780,51,16.77519615862528,707,1
2464,62,Self Employed,111355,294840,53,19.159069966461097,404,1
2465,46,Self Employed,171568,84409,60,17.00534951082529,755,0
2466,54,Unemployed,196054,319591,17,14.17236216728993,825,0
2467,54,Salaried,66772,85779,58,17.087637970624137,354,1
2468,51,Unemployed,175406,464755,27,14.410720463070792,420,0
2469,38,Self Employed,104088,257869,46,18.99957495174801,697,0
2470,42,Salaried,98074,333905,55,12.126616272194124,510,1
2471,53,Salaried,127402,104622,48,11.0349064375606,494,0
2472,69,Self Employed,45233,371623,43,15.237567107156007,484,0
2473,69,Unemployed,43372,349896,23,10.901098483038487,611,0
2474,52,Salaried,22090,280064,36,16.54301426234915,302,0
2475,64,Self Employed,145227,206597,34,18.18559175868447,345,0
2476,42,Self Employed,128493,474062,15,11.486332146078128,356,1
2477,39,Self Employed,198947,141587,42,16.119883335034462,564,1
2478,22,Self Employed,71842,207523,27,12.638630107800292,795,0
2479,57,Unemployed,197777,117481,47,11.564573856308773,312,0
2480,25,Salaried,47947,373662,42,12.579680305976481,617,0
2481,66,Unemployed,169411,13886,58,10.397380966866109,537,0
2482,50,Unemployed,105879,62254,48,17.28885112935607,495,1
2483,48,Unemployed,100848,178128,18,19.06522304462522,483,1
2484,36,Self Employed,141236,484565,56,18.916223838494943,568,1
2485,49,Self Employed,32207,481111,38,17.436701307339163,685,1
2486,48,Self Employed,173747,260331,27,12.75991116661092,449,1
2487,39,Self Employed,121388,318509,58,17.77733902883689,458,1
2488,46,Unemployed,131077,305062,42,17.878835321772478,680,0
2489,65,Unemployed,172421,226331,58,13.272550704830202,537,1
2490,56,Unemployed,105851,236309,41,15.091397137210059,494,1
2491,30,Self Employed,93192,69305,25,16.85152476539365,543,1
2492,40,Self Employed,194641,346901,40,11.1445669366545,840,0
2493,36,Unemployed,191457,344509,47,17.835692851786433,521,0
2494,22,Self Employed,67155,451262,12,19.787969969471533,539,0
2495,58,Salaried,153138,228826,49,18.679262303522194,379,0
2496,41,Unemployed,165072,29341,31,12.405402565923168,353,0
2497,62,Self Employed,198452,217412,58,19.43376568726617,830,1
2498,44,Self Employed,61092,157104,57,14.160721044755597,530,0
2499,55,Self Employed,109454,118392,57,14.277699193428361,568,0
2500,58,Salaried,77862,362394,46,19.543847106568887,316,0
2501,30,Salaried,139811,444245,47,18.677775547188766,780,1
2502,44,Self Employed,96088,443735,15,16.367983742805364,492,0
2503,25,Unemployed,51316,349665,57,10.390222395724038,659,1
2504,33,Unemployed,141161,179951,14,16.11074980692367,752,0
2505,35,Self Employed,172049,379769,49,11.890059851288857,438,0
2506,35,Salaried,160720,191314,13,15.40166594257963,424,1
2507,30,Unemployed,48816,402205,53,16.64052643446032,466,0
2508,46,Salaried,108016,265798,14,16.782121128482046,706,0
2509,35,Self Employed,76124,423364,28,11.10619218363559,661,0
2510,61,Unemployed,83253,313205,42,15.483066076315843,620,0
2511,69,Self Employed,117944,480593,28,16.563377791944568,405,1
2512,36,Self Employed,86897,472395,35,15.131480168982852,848,1
2513,60,Salaried,94424,41639,32,15.869014441715567,723,1
2514,60,Salaried,126914,488598,19,19.630414612674848,725,1
2515,47,Unemployed,143342,297960,28,19.150476307734962,497,1
2516,21,Salaried,59079,30566,28,15.374750469437451,638,1
2517,53,Unemployed,185751,11201,14,19.16402745735428,675,1
2518,38,Self Employed,62381,188400,17,11.509055631961475,632,1
2519,65,Self Employed,93635,143130,57,19.857754297723023,320,0
2520,21,Unemployed,115618,376246,39,11.867318229318787,336,1
2521,51,Self Employed,136747,441051,60,19.164713226909935,445,0
2522,26,Salaried,186736,390740,46,10.064161601245113,633,0
2523,34,Salaried,57088,239012,43,19.417120462679293,368,0
2524,43,Self Employed,105244,106478,52,19.930191337553403,689,1
2525,48,Unemployed,69453,374245,56,13.10576369991874,313,1
2526,55,Salaried,134309,308918,18,16.82939539978937,620,1
2527,37,Salaried,86392,368260,60,15.801989386132238,717,1
2528,66,Unemployed,123167,31549,48,13.407428639458917,655,1
2529,54,Self Employed,163105,496673,38,13.117435599819078,602,0
2530,51,Unemployed,125904,158353,55,14.50057863169546,361,1
2531,29,Salaried,94422,219687,54,10.32048353691496,598,0
2532,26,Unemployed,107090,322826,30,19.224041131187285,312,1
2533,41,Unemployed,61838,439701,41,12.274993158511458,418,1
2534,60,Unemployed,128919,142088,38,13.667136454964323,516,1
2535,47,Unemployed,70140,395343,20,17.122828168739126,342,1
2536,47,Self Employed,89298,51227,36,10.872520723677106,831,1
2537,22,Self Employed,110036,140694,39,13.790167747930862,380,1
2538,31,Salaried,174422,287634,53,13.138844009932967,654,1
2539,54,Unemployed,46912,98978,51,19.042925274939233,589,0
2540,35,Unemployed,55067,195500,51,16.42966763450989,566,1
2541,27,Salaried,108085,152782,35,14.876281832458844,675,0
2542,52,Salaried,77933,417941,30,17.273376149927135,582,1
2543,23,Salaried,54291,399716,12,16.068379437424287,458,0
2544,49,Self Employed,70845,185088,59,12.741689628913154,304,0
2545,58,Self Employed,185772,267779,37,12.417528110699685,661,0
2546,59,Self Employed,27772,263147,50,18.456387100646474,609,1
2547,49,Self Employed,81814,24675,25,11.925187776736635,379,1
2548,45,Self Employed,114370,297181,47,17.52055556876029,822,0
2549,24,Self Employed,95182,27384,23,12.46473228315401,829,0
2550,69,Salaried,133441,282330,41,11.356634560731079,620,0
2551,30,Salaried,70076,424502,20,13.459327419924886,573,1
2552,41,Unemployed,159516,173478,18,13.058535759274553,763,0
2553,64,Unemployed,187451,460284,16,15.693881783079151,442,1
2554,56,Unemployed,37199,454457,14,10.143689791375476,574,0
2555,36,Unemployed,37128,14922,21,15.359966028622777,524,1
2556,61,Self Employed,136918,270313,56,14.216388554539902,690,1
2557,21,Salaried,171531,171466,29,15.728661931090398,328,1
2558,39,Self Employed,107031,24698,12,11.039314744481048,817,0
2559,21,Self Employed,48516,141073,13,14.858394206440042,508,1
2560,47,Salaried,78442,455248,56,17.399673635854956,455,1
2561,52,Salaried,184753,462486,21,19.178787050672796,588,1
2562,31,Self Employed,23711,303450,33,15.183985229050062,659,1
2563,66,Salaried,190016,476686,60,17.658670262480996,400,1
2564,55,Unemployed,51745,159099,12,11.564254774210037,640,0
2565,67,Salaried,184664,453420,60,11.721298695984903,662,1
2566,69,Unemployed,48595,430273,52,19.08459183076824,635,1
2567,44,Self Employed,24101,128133,53,18.380963772093168,695,1
2568,45,Unemployed,94767,97918,24,17.291039035493046,840,0
2569,60,Salaried,136970,486997,31,15.492558600477775,711,1
2570,40,Salaried,131452,90626,53,16.430650337324252,469,1
2571,55,Salaried,182442,436732,14,17.40897044060666,571,0
2572,44,Salaried,177109,203375,23,15.926768602593025,443,0
2573,30,Unemployed,29978,326725,16,14.179445891055913,545,1
2574,39,Salaried,126626,10387,48,19.117563997626164,423,1
2575,57,Self Employed,197323,81378,20,17.422374760513158,363,1
2576,64,Salaried,189564,194427,44,14.027603373447445,673,1
2577,54,Self Employed,70336,270803,45,12.78233259858445,491,1
2578,34,Unemployed,171398,365341,52,15.96640766359982,482,0
2579,41,Salaried,177607,120000,34,18.573286792878484,589,1
2580,30,Self Employed,81947,304716,14,14.591457539687685,558,0
2581,56,Unemployed,67051,421060,38,14.767505094363177,628,1
2582,39,Self Employed,187562,26496,13,12.497948565147368,457,1
2583,44,Unemployed,61957,350441,42,14.715739330314257,761,1
2584,45,Self Employed,117377,268972,51,19.773994189461416,824,1
2585,25,Unemployed,102644,272791,38,14.17922270547427,766,1
2586,21,Salaried,113108,333940,59,10.140494594999627,385,0
2587,46,Unemployed,70943,243624,17,14.127802192953197,398,0
2588,59,Self Employed,142848,57571,51,17.585298909708964,419,1
2589,28,Salaried,107550,124160,41,13.149657349600366,513,0
2590,30,Unemployed,153064,42721,13,19.509543687384543,478,1
2591,37,Salaried,31599,327734,16,10.737400747106337,548,0
2592,37,Self Employed,39648,12272,30,17.82312239297572,515,1
2593,38,Unemployed,156364,99966,14,10.053176803636171,693,1
2594,62,Self Employed,198542,496904,18,10.29216237548096,694,1
2595,56,Salaried,30268,171125,40,11.64077052590023,566,0
2596,62,Unemployed,130168,323443,35,17.942683394123573,456,0
2597,31,Unemployed,169350,225946,12,16.099510399444757,476,0
2598,54,Unemployed,21297,155415,17,10.812903549994747,543,0
2599,65,Self Employed,109150,252005,41,10.727507602036724,363,1
2600,63,Unemployed,153546,477343,32,19.95873990547744,717,1
2601,35,Salaried,111646,268303,33,18.330252776963952,695,1
2602,69,Self Employed,117603,70731,30,17.836537315308558,350,0
2603,40,Unemployed,27471,188543,39,14.252584910762943,510,0
2604,52,Salaried,197069,282833,53,10.515005973353095,636,0
2605,56,Salaried,166209,472164,51,15.437787121786343,696,1
2606,27,Salaried,184350,76593,32,12.078768784117923,476,1
2607,58,Unemployed,180744,399431,39,16.239601714884095,497,1
2608,27,Self Employed,144021,448710,39,11.798809237903159,414,0
2609,58,Salaried,178974,447141,25,18.567343985307957,844,0
2610,69,Salaried,199988,20466,49,15.150238735570857,574,1
2611,34,Unemployed,21513,335821,31,18.88412799563564,739,1
2612,46,Self Employed,112808,42031,59,19.60871485797258,806,0
2613,58,Salaried,165608,355798,53,16.60932620691544,763,1
2614,42,Unemployed,121564,454608,39,15.754443978462865,579,1
2615,39,Unemployed,121017,445075,30,12.603256576826563,534,1
2616,49,Salaried,92052,27057,57,14.371512371379714,624,1
2617,30,Salaried,96517,406402,47,10.611756731205382,401,1
2618,49,Self Employed,189384,400911,23,10.051290474136202,524,0
2619,54,Self Employed,69192,317382,15,11.915146733329298,766,0
2620,48,Unemployed,60515,419523,25,17.814145190767736,741,0
2621,27,Unemployed,124820,153435,40,12.526226231888248,614,0
2622,50,Salaried,92799,349532,55,16.185879437499008,816,1
2623,48,Unemployed,129680,157501,19,16.119619090929636,785,1
2624,68,Unemployed,183329,491623,54,18.75696310146471,848,1
2625,37,Unemployed,83913,437650,13,12.33085530072781,322,1
2626,24,Salaried,29679,329768,59,17.548956475108966,813,1
2627,65,Salaried,148718,240134,19,19.86642564991635,698,1
2628,60,Self Employed,173751,465945,17,10.433667576393686,455,0
2629,36,Self Employed,180824,322505,35,16.875580344716877,849,1
2630,26,Salaried,65666,352151,47,11.30663518891687,553,0
2631,61,Salaried,92617,319449,34,15.681574167606211,376,0
2632,36,Salaried,139831,147185,23,17.86776840247066,796,0
2633,62,Unemployed,143304,338664,28,17.225509827214534,544,0
2634,29,Self Employed,163664,227759,36,14.000521914845143,433,1
2635,60,Self Employed,116440,443189,48,17.886660312323237,343,0
2636,34,Salaried,120085,431995,46,17.468688384578982,463,0
2637,51,Salaried,182591,23511,39,14.72856217286618,760,1
2638,25,Salaried,183692,304089,32,14.428221950543971,451,1
2639,67,Salaried,41884,254295,25,13.489790381160207,721,0
2640,50,Salaried,128665,390856,42,17.8011329194906,335,1
2641,58,Unemployed,97172,492111,29,10.335910626349134,456,1
2642,35,Unemployed,161607,202995,36,18.536752188231546,554,1
2643,33,Self Employed,137094,182974,20,11.019745499956784,320,0
2644,62,Salaried,71087,491922,14,11.197392161487322,368,1
2645,25,Self Employed,188647,277444,12,17.087729848459063,546,1
2646,67,Self Employed,50341,407710,24,17.99900807764709,677,0
2647,28,Self Employed,185676,261922,20,19.369498800408447,793,0
2648,44,Self Employed,121460,39883,31,17.663057178849648,613,0
2649,28,Salaried,185767,235191,27,16.19017555601475,607,1
2650,26,Salaried,63482,457020,22,14.24493841609166,540,1
2651,30,Self Employed,109571,426421,15,18.73771972244071,314,1
2652,35,Unemployed,177214,179479,37,13.244595706122524,370,0
2653,57,Unemployed,177424,490819,12,14.395110521845641,827,0
2654,46,Self Employed,106167,304461,41,14.753806597494176,302,1
2655,27,Unemployed,118208,414607,31,18.376134952521078,757,1
2656,21,Salaried,176905,343936,32,18.06688296734857,618,0
2657,40,Unemployed,110671,297470,27,15.450045604212717,573,1
2658,67,Unemployed,109442,255555,23,10.079776159425947,434,1
2659,29,Salaried,138676,319593,49,19.149980922408716,420,1
2660,28,Salaried,176795,476063,54,12.135797312925376,700,1
2661,23,Unemployed,65356,409814,33,16.708763699127502,750,0
2662,29,Salaried,141854,45909,47,11.225226868074007,622,1
2663,41,Unemployed,174562,358049,20,11.16816223201476,785,1
2664,41,Unemployed,75389,77709,20,18.491919279473272,375,0
2665,51,Salaried,82330,63786,40,11.896937957999276,423,1
2666,58,Self Employed,119745,497876,52,17.206510895193738,710,1
2667,36,Unemployed,132154,47270,29,19.07480671231142,805,0
2668,35,Unemployed,189098,217539,56,19.290914702068925,560,0
2669,68,Self Employed,139858,212549,22,15.796891175426659,595,1
2670,48,Self Employed,172269,191886,46,16.707380327670222,721,0
2671,46,Salaried,40367,77408,47,13.157811021170465,503,0
2672,43,Salaried,139593,348054,17,12.806288052723412,439,0
2673,38,Self Employed,85029,299823,56,10.122199833660181,539,1
2674,39,Salaried,139785,462903,25,16.794886496721706,645,0
2675,26,Self Employed,47098,178470,38,17.670453654420818,337,1
2676,60,Salaried,137965,495967,15,11.685452862049171,484,0
2677,23,Salaried,57246,496686,32,18.423032147793634,814,0
2678,33,Unemployed,171063,98261,25,10.121365089105229,498,0
2679,59,Salaried,127968,172422,23,13.435255067256687,824,0
2680,67,Self Employed,132535,96541,34,17.62871041054634,714,1
2681,47,Unemployed,172307,414381,28,19.952501296879554,544,0
2682,24,Unemployed,153408,243562,57,12.721569043257858,362,1
2683,41,Salaried,187095,294700,59,14.11016511917314,567,1
2684,23,Salaried,156884,186327,40,11.80473522155985,682,1
2685,31,Self Employed,48782,95440,32,18.995792028872778,427,1
2686,37,Self Employed,138818,449978,21,19.639348076019285,446,0
2687,39,Unemployed,193386,325479,28,17.396002287984246,551,1
2688,36,Salaried,27643,264090,44,14.89368123185759,476,1
2689,52,Self Employed,60119,47262,17,16.181368014600892,575,1
2690,21,Self Employed,35373,31966,23,18.88794638724788,505,1
2691,66,Unemployed,95084,118009,13,11.552060257267465,686,0
2692,45,Salaried,181471,454267,55,18.589311442169727,707,0
2693,63,Unemployed,120199,163206,57,12.270669118202555,658,0
2694,54,Unemployed,104197,158486,14,18.907226799802064,498,0
2695,65,Salaried,46957,214907,46,17.308716987673716,640,0
2696,25,Unemployed,107001,214610,24,11.893911345628053,392,0
2697,64,Salaried,84787,123077,40,15.896414566498253,742,1
2698,60,Unemployed,156625,103067,18,17.316121201332685,502,0
2699,36,Unemployed,57668,159525,55,17.44797136169511,429,0
2700,42,Salaried,123861,469925,27,19.76768823771711,822,0
2701,51,Salaried,185592,353031,35,17.714803346925798,683,0
2702,49,Self Employed,173219,70251,17,11.332330344342088,512,0
2703,32,Salaried,68357,13678,22,12.422219764808837,675,1
2704,26,Self Employed,187675,305633,12,10.010500477634512,740,1
2705,37,Unemployed,114304,103473,37,17.513987253188663,796,1
2706,52,Salaried,167167,303276,26,18.47814380967514,499,0
2707,22,Salaried,56577,58142,36,17.46817098417297,663,0
2708,32,Salaried,133143,251216,31,12.174885931299947,782,0
2709,63,Unemployed,119499,12122,18,13.05427504660317,611,1
2710,22,Salaried,96995,341200,54,16.85298479188682,721,0
2711,33,Salaried,184104,285494,28,10.300556204941083,478,1
2712,21,Self Employed,162041,11270,21,19.119037957525116,643,0
2713,26,Self Employed,198609,422846,50,13.125889504422787,592,1
2714,25,Salaried,180094,389016,55,14.901754673684096,564,0
2715,62,Self Employed,177210,283243,20,15.599214291186318,752,0
2716,53,Self Employed,122158,202886,28,14.30738723572499,601,0
2717,22,Unemployed,165447,375162,18,14.61792641485655,348,0
2718,40,Self Employed,169769,60727,40,17.90017135812532,743,1
2719,60,Unemployed,185439,124761,24,16.17469998886053,336,1
2720,22,Self Employed,88409,386906,42,11.634122300771546,711,1
2721,64,Unemployed,23885,321726,19,14.744606539917088,692,1
2722,37,Salaried,113590,497312,25,19.361214730011877,688,1
2723,67,Self Employed,107050,453485,21,10.669832467269977,598,0
2724,41,Salaried,127660,429098,23,11.991660943577784,764,0
2725,39,Salaried,110511,213308,55,13.45450595672131,556,0
2726,46,Salaried,125394,469740,36,15.156447621024562,514,1
2727,56,Salaried,44047,163417,12,14.936216570136644,751,1
2728,42,Self Employed,119952,396389,48,14.51657987647998,307,0
2729,64,Self Employed,119106,122477,31,15.486088239421132,842,1
2730,65,Unemployed,131537,32781,50,15.883450221577451,383,1
2731,51,Unemployed,154634,385158,57,14.218603470180668,329,0
2732,62,Unemployed,51017,73508,19,12.099073845241838,425,1
2733,65,Unemployed,116967,351101,52,12.531938148434563,648,1
2734,51,Salaried,104012,13835,44,13.128254884971456,669,1
2735,64,Self Employed,29420,414094,51,12.436675574933933,578,0
2736,66,Salaried,165220,446790,14,19.21581226966532,459,0
2737,59,Self Employed,198334,161404,36,10.98420122244512,521,1
2738,35,Self Employed,57889,456831,45,13.584428312041378,836,1
2739,26,Salaried,58372,124626,14,17.365301489937313,328,0
2740,55,Salaried,122932,338986,32,18.95955302300304,570,0
2741,55,Unemployed,107402,26593,50,10.807378196734964,522,0
2742,38,Salaried,72752,80552,22,18.73951903534269,505,0
2743,59,Unemployed,76170,337294,35,12.182680088603123,461,1
2744,37,Self Employed,125310,406745,52,15.866351651943026,822,0
2745,30,Self Employed,181951,233228,57,16.720438692292795,386,1
2746,49,Self Employed,22128,175303,49,12.055006225881598,731,1
2747,50,Salaried,140772,361489,16,16.57834861567374,496,1
2748,57,Unemployed,157664,353241,44,14.251071238397863,758,0
2749,58,Unemployed,117849,406322,55,10.399345564573117,514,1
2750,48,Salaried,64505,463489,30,14.907727148181802,765,1
2751,35,Salaried,42450,280160,37,19.343846561347075,526,0
2752,69,Self Employed,45513,330795,21,19.47969474826639,342,0
2753,25,Salaried,134351,225944,14,12.357869385857665,704,1
2754,32,Salaried,165934,218142,55,17.99346976188174,668,0
2755,69,Unemployed,191922,479711,28,10.820858128973077,654,1
2756,24,Unemployed,121776,457698,34,12.9149570127373,553,1
2757,33,Salaried,36422,224998,55,18.754240994145135,672,1
2758,57,Salaried,91031,325013,59,18.152871051095268,525,1
2759,31,Self Employed,73937,486834,22,18.430437722565074,843,1
2760,40,Salaried,173895,342209,37,10.946864526626586,521,0
2761,60,Unemployed,178612,425309,13,13.528707490383816,316,1
2762,63,Salaried,51646,200422,22,17.398319544189896,629,0
2763,39,Unemployed,148900,89833,30,19.56146032990689,424,0
2764,44,Unemployed,135829,164323,24,19.096018816437606,398,0
2765,35,Unemployed,187174,377043,20,10.891773604879882,682,1
2766,68,Salaried,155730,273948,29,12.910618428458335,455,1
2767,69,Self Employed,33145,497820,24,12.555887014053992,412,0
2768,43,Self Employed,50118,153341,26,14.912587383705606,320,1
2769,38,Salaried,125441,79984,48,15.46243366590718,584,1
2770,67,Unemployed,38303,21221,59,13.412325779377609,300,1
2771,37,Salaried,133483,375762,36,15.10427755798521,305,0
2772,41,Salaried,55338,361902,16,18.03123770890297,340,0
2773,54,Salaried,169953,16477,16,13.140968299578066,541,0
2774,29,Salaried,174824,421587,30,16.055489540170928,689,1
2775,51,Salaried,57330,191847,12,13.49741685803156,452,0
2776,22,Self Employed,132316,71263,42,11.187396099904118,444,0
2777,59,Salaried,117200,226760,35,19.644169551029986,666,1
2778,47,Salaried,83871,499906,38,16.747704804231475,674,0
2779,42,Salaried,158304,196047,19,12.175073533719251,613,0
2780,47,Unemployed,134962,490766,40,18.34536564419107,416,1
2781,41,Salaried,176904,265072,41,18.095809167899404,437,1
2782,59,Salaried,162975,149524,29,11.741950275467897,660,0
2783,61,Salaried,57694,488266,34,18.203580185060076,666,1
2784,30,Self Employed,150108,391770,44,13.569588106743371,678,1
2785,24,Salaried,193925,45043,48,14.898751939086814,492,1
2786,48,Self Employed,69104,156075,29,16.07510830682419,524,0
2787,53,Salaried,183014,469732,57,14.684048699439876,426,1
2788,42,Self Employed,97427,61185,43,11.13214200488417,812,0
2789,67,Salaried,162076,370732,48,11.34857976941879,482,1
